table id,name,phone number,Location,Emp. Group,Function,Gender ,Tenure,Tenure Grp.,Experience (YY.MM),Marital Status,Age in YY.,Hiring Source,Promoted/Non Promoted,Job Role Match,Stay/Left
426,Arnab,9876544345,Noida,B1,Operation,Male,1.05,> 1 & < =3,1.05,Single,23.12,Direct,Non Promoted,Yes,Stay
427,Arnab,9876544345,Chennai,B3,Operation,Male,1.05,> 1 & < =3,13.1,Marr.,37.11,Direct,Promoted,No,Stay
428,Arnab,9876544345,Chennai,B2,Operation,Male,1.05,> 1 & < =3,6.11,Single,28.05,Direct,Non Promoted,No,Left
429,Arnab,9876544345,Pune,B1,Operation,Male,1.06,> 1 & < =3,5.02,Single,27.04,Agency,Promoted,No,Stay
430,Arnab,9876544345,Hyderabad,B1,Operation,Female,1.06,> 1 & < =3,5.01,Marr.,26.07,Direct,Promoted,No,Stay
431,Arnab,9876544345,Chennai,B1,Operation,Male,1.06,> 1 & < =3,4.06,Marr.,31.06,Direct,Promoted,No,Stay
432,Arnab,9876544345,Chennai,B1,Operation,Male,1.06,> 1 & < =3,4.06,Single,26.01,Direct,Promoted,Yes,Stay
433,Arnab,9876544345,Pune,B1,Operation,Male,1.06,> 1 & < =3,4.06,Single,27.06,Direct,Non Promoted,No,Left
434,Arnab,9876544345,Bangalore,B2,Operation,Female,1.06,> 1 & < =3,5.1,Single,27.1,Direct,Non Promoted,Yes,Stay
435,Arnab,9876544345,Noida,B2,Operation,Male,1.06,> 1 & < =3,5.02,Single,27.07,Direct,Promoted,No,Left
436,Arnab,9876544345,Noida,B1,Operation,Female,1.06,> 1 & < =3,3,Single,25.02,Direct,Promoted,No,Left
437,Arnab,9876544345,Bangalore,B1,Operation,Female,1.06,> 1 & < =3,2.11,Marr.,25.07,Direct,Non Promoted,Yes,Stay
438,Arnab,9876544345,Bangalore,B1,Operation,Male,1.06,> 1 & < =3,4.08,Single,26.08,Direct,Promoted,No,Left
439,Arnab,9876544345,Madurai,B2,Operation,Male,1.06,> 1 & < =3,7.09,Marr.,33.08,Direct,Promoted,Yes,Stay
440,Arnab,9876544345,Bangalore,B1,Operation,Male,1.06,> 1 & < =3,7.08,Single,28.02,Direct,Promoted,No,Stay
441,Arnab,9876544345,Chennai,B2,Sales,Female,1.07,> 1 & < =3,3.07,Single,28.01,Direct,Promoted,No,Left
442,Arnab,9876544345,Chennai,B1,Operation,Male,1.06,> 1 & < =3,4.1,Single,28.07,Direct,Non Promoted,Yes,Stay
443,Arnab,9876544345,Noida,B2,Operation,Male,1.07,> 1 & < =3,1.07,Single,25.11,Direct,Non Promoted,Yes,Stay
444,Arnab,9876544345,Bangalore,B2,Operation,Male,1.06,> 1 & < =3,7.06,Marr.,34.06,Agency,Non Promoted,Yes,Stay
445,Arnab,9876544345,Lucknow,B1,Operation,Male,1.06,> 1 & < =3,3.08,Single,26.08,Direct,Promoted,No,Left
446,Arnab,9876544345,Mumbai,B1,Operation,Female,1.06,> 1 & < =3,2.08,Single,25.04,Direct,Non Promoted,No,Left
447,Arnab,9876544345,Noida,B4,Sales,Male,1.06,> 1 & < =3,11.06,Marr.,32,Employee Referral,Promoted,Yes,Stay
448,Arnab,9876544345,Noida,B3,Operation,Male,1.06,> 1 & < =3,8.06,Marr.,31.05,Direct,Non Promoted,Yes,Stay
449,Arnab,9876544345,Chennai,B1,Operation,Male,1.07,> 1 & < =3,3.02,Single,28.01,Direct,Promoted,No,Left
450,Arnab,9876544345,Chennai,B1,Operation,Female,1.06,> 1 & < =3,5,Single,28.11,Direct,Promoted,Yes,Left
451,Arnab,9876544345,Bangalore,B2,Operation,Male,1.06,> 1 & < =3,5.1,Marr.,28.03,Direct,Promoted,Yes,Stay
452,Arnab,9876544345,Bangalore,B2,Operation,Male,1.06,> 1 & < =3,4.06,Single,28.05,Direct,Promoted,No,Left
453,Arnab,9876544345,Bangalore,B2,Operation,Male,1.07,> 1 & < =3,8.07,Marr.,30.11,Direct,Promoted,No,Stay
454,Arnab,9876544345,Pune,B1,Operation,Female,1.07,> 1 & < =3,4.03,Single,29.05,Direct,Promoted,No,Left
455,Arnab,9876544345,Chennai,B2,Operation,Male,1.06,> 1 & < =3,3.11,Marr.,28.03,Employee Referral,Promoted,Yes,Stay
456,Arnab,9876544345,Noida,B3,Operation,Male,1.07,> 1 & < =3,11.07,Marr.,38.06,Direct,Non Promoted,Yes,Stay
457,Arnab,9876544345,Chennai,B1,Operation,Female,1.08,> 1 & < =3,1.08,Marr.,28.05,Direct,Promoted,Yes,Stay
458,Arnab,9876544345,Noida,B2,Operation,Male,1.07,> 1 & < =3,6.07,Single,27.06,Direct,Promoted,Yes,Stay
459,Arnab,9876544345,Bangalore,B1,Operation,Male,1.07,> 1 & < =3,2.07,Single,25.12,Direct,Non Promoted,Yes,Stay
460,Arnab,9876544345,Bangalore,B1,Operation,Male,1.06,> 1 & < =3,4.06,Single,26.11,Employee Referral,Promoted,Yes,Stay
461,Arnab,9876544345,Noida,B2,Operation,Male,1.06,> 1 & < =3,9.01,Marr.,32.06,Direct,Non Promoted,Yes,Stay
462,Arnab,9876544345,Nagpur,B1,Operation,Male,1.07,> 1 & < =3,4.01,Single,28.08,Direct,Non Promoted,No,Left
463,Arnab,9876544345,Noida,B2,Operation,Male,1.07,> 1 & < =3,6.03,Single,28.03,Direct,Non Promoted,No,Stay
464,Arnab,9876544345,Madurai,B1,Operation,Male,1.07,> 1 & < =3,6.02,Marr.,28.09,Direct,Non Promoted,No,Stay
465,Arnab,9876544345,Noida,B0,Support,Male,1.07,> 1 & < =3,1.07,Single,27.04,Direct,Promoted,No,Left
466,Arnab,9876544345,Chennai,B1,Operation,Male,1.07,> 1 & < =3,5.07,Single,27.04,Direct,Promoted,No,Left
467,Arnab,9876544345,Bangalore,B2,Operation,Female,1.07,> 1 & < =3,11.02,Marr.,33.08,Direct,Promoted,No,Stay
468,Arnab,9876544345,Chennai,B2,Operation,Male,1.07,> 1 & < =3,6.02,Marr.,41.04,Direct,Promoted,Yes,Stay
469,Arnab,9876544345,Chennai,B1,Operation,Male,1.07,> 1 & < =3,5.03,Single,28.07,Direct,Promoted,No,Left
470,Arnab,9876544345,Chennai,B2,Operation,Male,1.07,> 1 & < =3,7.09,Marr.,32.04,Direct,Promoted,No,Stay
471,Arnab,9876544345,Madurai,B1,Operation,Male,1.07,> 1 & < =3,1.07,Single,29.03,Direct,Promoted,No,Left
472,Arnab,9876544345,Chennai,B1,Operation,Female,1.08,> 1 & < =3,5,Marr.,26.07,Direct,Promoted,No,Stay
473,Arnab,9876544345,Chennai,B1,Operation,Female,1.07,> 1 & < =3,1.07,Marr.,25.03,Direct,Non Promoted,Yes,Stay
474,Arnab,9876544345,Pune,B2,Operation,Male,1.07,> 1 & < =3,7.08,Marr.,31.09,Direct,Promoted,Yes,Stay
475,Arnab,9876544345,Chennai,B1,Operation,Male,1.07,> 1 & < =3,3.08,Single,26.11,Direct,Promoted,No,Left
476,Arnab,9876544345,Chennai,B2,Operation,Male,1.08,> 1 & < =3,7.1,Marr.,35.06,Direct,Promoted,No,Stay
477,Arnab,9876544345,Bangalore,B1,Operation,Female,1.08,> 1 & < =3,1.08,Single,23.1,Direct,Promoted,No,Left
478,Arnab,9876544345,Hyderabad,B1,Operation,Male,1.07,> 1 & < =3,6.09,Marr.,35.11,Direct,Promoted,No,Stay
479,Arnab,9876544345,Noida,B1,Support,Female,1.08,> 1 & < =3,2.11,Marr.,26.12,Direct,Promoted,No,Left
480,Arnab,9876544345,Madurai,B1,Operation,Male,1.08,> 1 & < =3,4.08,Single,30.05,Direct,Promoted,Yes,Stay
481,Arnab,9876544345,Madurai,B2,Operation,Male,1.08,> 1 & < =3,7.11,Single,29.06,Direct,Promoted,Yes,Stay
482,Arnab,9876544345,Madurai,B1,Operation,Male,1.07,> 1 & < =3,6.11,Single,27.08,Direct,Promoted,Yes,Stay
483,Arnab,9876544345,Noida,B2,Operation,Male,1.07,> 1 & < =3,7.03,Marr.,30.11,Direct,Promoted,No,Stay
484,Arnab,9876544345,Noida,B0,Support,Female,1.08,> 1 & < =3,1.08,Marr.,24.01,Direct,Promoted,No,Left
485,Arnab,9876544345,Lucknow,B1,Support,Male,1.08,> 1 & < =3,6.08,Single,28.03,Direct,Promoted,No,Stay
486,Arnab,9876544345,Bangalore,B2,Operation,Male,1.08,> 1 & < =3,5.04,Marr.,35.08,Agency,Promoted,No,Stay
487,Arnab,9876544345,Hyderabad,B3,Operation,Male,1.08,> 1 & < =3,11.08,Marr.,38.07,Employee Referral,Promoted,Yes,Stay
488,Arnab,9876544345,Noida,B1,Support,Male,1.08,> 1 & < =3,5.01,Marr.,29.05,Direct,Promoted,Yes,Stay
489,Arnab,9876544345,Pune,B1,Operation,Female,1.08,> 1 & < =3,2.08,Single,25.11,Direct,Promoted,No,Left
490,Arnab,9876544345,Noida,B1,Operation,Male,1.08,> 1 & < =3,3.08,Single,26.1,Direct,Non Promoted,Yes,Stay
491,Arnab,9876544345,Bangalore,B1,Operation,Female,1.08,> 1 & < =3,2.1,Single,25.09,Direct,Promoted,Yes,Stay
492,Arnab,9876544345,Hyderabad,B1,Operation,Male,1.08,> 1 & < =3,3.1,Single,27.07,Direct,Promoted,No,Left
493,Arnab,9876544345,Noida,B1,Operation,Female,1.08,> 1 & < =3,1.09,Single,24.05,Direct,Promoted,No,Left
494,Arnab,9876544345,Bangalore,B1,Operation,Male,1.08,> 1 & < =3,4.09,Single,25.1,Direct,Promoted,Yes,Stay
495,Arnab,9876544345,Chennai,B1,Operation,Female,1.09,> 1 & < =3,5.03,Single,27.05,Direct,Non Promoted,Yes,Stay
496,Arnab,9876544345,Bangalore,B1,Operation,Female,1.09,> 1 & < =3,6.11,Marr.,27.05,Employee Referral,Non Promoted,No,Stay
497,Arnab,9876544345,Bangalore,B1,Operation,Female,1.09,> 1 & < =3,2.1,Single,25.02,Direct,Non Promoted,Yes,Stay
498,Arnab,9876544345,Chennai,B1,Operation,Male,1.09,> 1 & < =3,6.04,Single,30.03,Direct,Non Promoted,Yes,Stay
499,Arnab,9876544345,Noida,B2,Operation,Male,1.09,> 1 & < =3,8.02,Marr.,33.08,Direct,Promoted,Yes,Stay
500,Arnab,9876544345,Bangalore,B2,Operation,Female,1.09,> 1 & < =3,6.02,Single,29.11,Direct,Promoted,No,Stay
501,Arnab,9876544345,Bangalore,B1,Operation,Male,1.09,> 1 & < =3,5.09,Marr.,28.03,Agency,Promoted,No,Left
502,Arnab,9876544345,Chennai,B1,Support,Male,1.09,> 1 & < =3,3.04,Single,27.06,Direct,Promoted,No,Left
503,Arnab,9876544345,Chennai,B1,Operation,Male,1.09,> 1 & < =3,5.11,Single,29.08,Direct,Promoted,No,Left
504,Arnab,9876544345,Pune,B1,Operation,Male,1.09,> 1 & < =3,4.05,Marr.,33.07,Direct,Promoted,Yes,Stay
505,Arnab,9876544345,Chennai,B1,Operation,Male,1.08,> 1 & < =3,7,Single,30.11,Direct,Promoted,Yes,Stay
506,Arnab,9876544345,Noida,B1,Operation,Male,1.09,> 1 & < =3,7.11,Marr.,35.04,Direct,Promoted,Yes,Stay
507,Arnab,9876544345,Bangalore,B2,Operation,Male,1.09,> 1 & < =3,11.09,Marr.,36.07,Agency,Non Promoted,Yes,Stay
508,Arnab,9876544345,Chennai,B1,Operation,Male,1.09,> 1 & < =3,3.08,Single,26.06,Direct,Promoted,No,Left
509,Arnab,9876544345,Bangalore,B3,Operation,Male,1.1,> 1 & < =3,11.1,Marr.,43.1,Agency,Promoted,No,Stay
510,Arnab,9876544345,Chennai,B1,Operation,Female,1.1,> 1 & < =3,1.1,Single,23.06,Direct,Promoted,No,Left
511,Arnab,9876544345,Noida,B1,Operation,Male,1.09,> 1 & < =3,3.02,Single,28.02,Direct,Promoted,Yes,Stay
512,Arnab,9876544345,Bangalore,B1,Operation,Male,1.1,> 1 & < =3,1.1,Single,23.08,Direct,Non Promoted,Yes,Stay
513,Arnab,9876544345,Chennai,B2,Operation,Male,1.1,> 1 & < =3,3.03,Single,26.07,Direct,Non Promoted,Yes,Stay
514,Arnab,9876544345,Noida,B1,Operation,Male,1.1,> 1 & < =3,3,Single,24.12,Direct,Non Promoted,Yes,Stay
515,Arnab,9876544345,Noida,B2,Operation,Male,1.09,> 1 & < =3,5.09,Single,27.07,Direct,Non Promoted,Yes,Stay
516,Arnab,9876544345,Chennai,B1,Operation,Male,1.09,> 1 & < =3,5.01,Single,27.07,Direct,Promoted,Yes,Left
517,Arnab,9876544345,Hyderabad,B1,Operation,Male,1.09,> 1 & < =3,5.06,Marr.,29.03,Direct,Promoted,Yes,Stay
518,Arnab,9876544345,Pune,B4,Operation,Male,1.09,> 1 & < =3,21.05,Marr.,46.05,Direct,Promoted,Yes,Stay
519,Arnab,9876544345,Bangalore,B1,Operation,Male,1.09,> 1 & < =3,5.02,Single,26.08,Direct,Promoted,No,Left
520,Arnab,9876544345,Noida,B1,Operation,Male,1.1,> 1 & < =3,5.1,Single,27.12,Direct,Promoted,No,Left
521,Arnab,9876544345,Bangalore,B2,Operation,Male,1.1,> 1 & < =3,6,Single,26.06,Direct,Promoted,No,Stay
522,Arnab,9876544345,Bangalore,B1,Operation,Female,2,> 1 & < =3,2,Marr.,29.02,Direct,Promoted,No,Left
523,Arnab,9876544345,Bangalore,B1,Operation,Female,1.1,> 1 & < =3,4,Marr.,36.09,Direct,Promoted,Yes,Stay
524,Arnab,9876544345,Chennai,B2,Operation,Female,1.1,> 1 & < =3,4.11,Marr.,28.03,Direct,Promoted,No,Left
525,Arnab,9876544345,Chennai,B3,Operation,Male,1.1,> 1 & < =3,9.1,Single,32.07,Direct,Promoted,Yes,Stay
526,Arnab,9876544345,Bangalore,B1,Operation,Female,1.11,> 1 & < =3,4.02,Marr.,26.08,Employee Referral,Promoted,No,Stay
527,Arnab,9876544345,Gurgaon,B2,Operation,Female,1.1,> 1 & < =3,7.03,Marr.,31,Direct,Promoted,No,Stay
528,Arnab,9876544345,Lucknow,B2,Operation,Male,1.1,> 1 & < =3,11.03,Marr.,44.04,Direct,Non Promoted,Yes,Stay
529,Arnab,9876544345,Bangalore,B1,Operation,Male,2,> 1 & < =3,2,Single,24.04,Direct,Promoted,No,Left
530,Arnab,9876544345,Hyderabad,B1,Operation,Male,2.01,> 1 & < =3,2,Single,26.03,Direct,Promoted,No,Left
531,Arnab,9876544345,Bangalore,B1,Operation,Female,2,> 1 & < =3,2,Single,30.06,Direct,Promoted,No,Stay
532,Arnab,9876544345,Hyderabad,B2,Operation,Female,1.11,> 1 & < =3,9.08,Marr.,31.05,Agency,Non Promoted,Yes,Stay
533,Arnab,9876544345,Chennai,B1,Operation,Male,1.11,> 1 & < =3,5.07,Single,29.1,Direct,Promoted,Yes,Stay
534,Arnab,9876544345,Hyderabad,B1,Operation,Male,1.11,> 1 & < =3,4.02,Single,28.03,Direct,Non Promoted,Yes,Stay
535,Arnab,9876544345,Chennai,B1,Operation,Male,1.11,> 1 & < =3,5.06,Single,27.07,Direct,Promoted,No,Left
536,Arnab,9876544345,Noida,C3,Operation,Female,2.1,> 1 & < =3,9.04,Marr.,31.03,Direct,Non Promoted,Yes,Stay
537,Arnab,9876544345,Noida,B2,Operation,Male,1.11,> 1 & < =3,8.03,Marr.,31.05,Employee Referral,Promoted,Yes,Stay
538,Arnab,9876544345,Bangalore,B2,Operation,Male,1.1,> 1 & < =3,9,Marr.,30.11,Agency,Promoted,Yes,Stay
539,Arnab,9876544345,Bangalore,B1,Operation,Male,1.11,> 1 & < =3,5.02,Single,26.06,Direct,Promoted,No,Left
540,Arnab,9876544345,Pune,B1,Operation,Male,1.1,> 1 & < =3,3.07,Single,30.06,Direct,Promoted,No,Left
541,Arnab,9876544345,Noida,B1,Operation,Female,2,> 1 & < =3,2,Single,27.03,Direct,Promoted,Yes,Stay
542,Arnab,9876544345,Chennai,B1,Operation,Female,2,> 1 & < =3,2,Marr.,24.05,Direct,Promoted,Yes,Stay
543,Arnab,9876544345,Bangalore,B1,Operation,Male,2.01,> 1 & < =3,2.01,Single,24.09,Direct,Promoted,Yes,Stay
544,Arnab,9876544345,Noida,B1,Operation,Male,1.11,> 1 & < =3,1.11,Single,25.11,Direct,Non Promoted,Yes,Stay
545,Arnab,9876544345,Pune,B1,Operation,Male,1.1,> 1 & < =3,4.02,Single,28.06,Employee Referral,Non Promoted,No,Left
546,Arnab,9876544345,Chennai,B1,Operation,Male,1.11,> 1 & < =3,5.08,Single,28.02,Direct,Promoted,No,Left
547,Arnab,9876544345,Pune,B1,Operation,Male,1.11,> 1 & < =3,3.05,Single,25.05,Employee Referral,Non Promoted,Yes,Stay
548,Arnab,9876544345,Hyderabad,B2,Operation,Male,1.11,> 1 & < =3,12.02,Marr.,36.1,Direct,Non Promoted,Yes,Stay
549,Arnab,9876544345,Noida,B1,Operation,Female,2,> 1 & < =3,3.04,Single,27.02,Direct,Promoted,Yes,Stay
550,Arnab,9876544345,Bangalore,B2,Operation,Male,2,> 1 & < =3,8,Single,30.1,Direct,Non Promoted,Yes,Stay
551,Arnab,9876544345,Noida,B1,Operation,Male,2,> 1 & < =3,2,Single,25.1,Direct,Promoted,No,Left
552,Arnab,9876544345,Noida,B1,Operation,Male,2.01,> 1 & < =3,2.01,Single,28.01,Direct,Non Promoted,Yes,Stay
553,Arnab,9876544345,Bangalore,B1,Operation,Male,2.02,> 1 & < =3,2.02,Single,24.11,Direct,Non Promoted,Yes,Stay
554,Arnab,9876544345,Hyderabad,B1,Operation,Male,2.02,> 1 & < =3,2.02,Single,24.07,Direct,Promoted,No,Left
555,Arnab,9876544345,Hyderabad,B1,Operation,Male,2.01,> 1 & < =3,2.01,Single,25.07,Direct,Non Promoted,Yes,Stay
556,Arnab,9876544345,Noida,B1,Operation,Male,2,> 1 & < =3,6.08,Marr.,31,Direct,Promoted,No,Stay
557,Arnab,9876544345,Noida,B2,Operation,Male,2,> 1 & < =3,8.03,Marr.,32.11,Direct,Non Promoted,Yes,Stay
558,Arnab,9876544345,Bangalore,B2,Operation,Male,2,> 1 & < =3,9,Single,30.06,Direct,Promoted,No,Stay
559,Papu,9876544345,Bangalore,B1,Operation,Male,2.02,> 1 & < =3,2.02,Single,25.03,Direct,Non Promoted,Yes,Stay
560,Papu,9876544345,Noida,B1,Operation,Male,2.02,> 1 & < =3,2.02,Marr.,28.07,Direct,Promoted,No,Stay
561,Papu,9876544345,Chennai,B1,Operation,Male,2.01,> 1 & < =3,2.01,Single,26.02,Direct,Non Promoted,No,Left
562,Papu,9876544345,Chennai,B1,Operation,Female,2.02,> 1 & < =3,2.02,Marr.,26.06,Direct,Promoted,No,Stay
563,Papu,9876544345,Chennai,B1,Operation,Male,2.02,> 1 & < =3,2.02,Single,27.09,Direct,Non Promoted,Yes,Stay
564,Papu,9876544345,Chennai,B2,Operation,Female,2,> 1 & < =3,9.05,Single,35.02,Employee Referral,Non Promoted,No,Stay
565,Papu,9876544345,Chennai,B1,Operation,Male,2,> 1 & < =3,3.04,Single,25.11,Direct,Promoted,No,Left
566,Papu,9876544345,Chennai,B1,Operation,Male,2,> 1 & < =3,2,Single,27.05,Direct,Promoted,Yes,Stay
567,Papu,9876544345,Chennai,B1,Operation,Male,2,> 1 & < =3,2,Single,23.07,Direct,Promoted,Yes,Stay
568,Papu,9876544345,Chennai,B3,Operation,Male,2,> 1 & < =3,7,Marr.,32.1,Direct,Promoted,Yes,Stay
569,Papu,9876544345,Madurai,B1,Operation,Male,2,> 1 & < =3,5.02,Single,26.07,Direct,Promoted,No,Left
570,Papu,9876544345,Madurai,B2,Operation,Male,2,> 1 & < =3,10,Marr.,31.12,Direct,Promoted,Yes,Stay
571,Papu,9876544345,Bangalore,B1,Operation,Male,2,> 1 & < =3,6,Single,29.05,Direct,Non Promoted,Yes,Stay
572,Papu,9876544345,Noida,B2,Operation,Female,2.01,> 1 & < =3,6.01,Single,29.1,Employee Referral,Promoted,Yes,Stay
573,Papu,9876544345,Noida,B1,Operation,Male,2,> 1 & < =3,3,Single,28.06,Direct,Non Promoted,Yes,Stay
574,Papu,9876544345,Bangalore,B2,Operation,Male,2.01,> 1 & < =3,7.03,Single,31.07,Agency,Promoted,Yes,Stay
575,Papu,9876544345,Bangalore,B1,Operation,Male,2.01,> 1 & < =3,2.08,Single,25.07,Direct,Promoted,No,Left
576,Papu,9876544345,Hyderabad,B2,Support,Male,2,> 1 & < =3,4.07,Single,29.1,Direct,Promoted,No,Left
577,Papu,9876544345,Pune,B2,Operation,Male,2.01,> 1 & < =3,9.09,Single,32.1,Direct,Promoted,No,Stay
578,Papu,9876544345,Bangalore,B2,Operation,Male,2.01,> 1 & < =3,24.01,Marr.,52.06,Direct,Non Promoted,Yes,Stay
579,Papu,9876544345,Chennai,B1,Operation,Female,2.01,> 1 & < =3,7.01,Marr.,37.05,Direct,Non Promoted,Yes,Stay
580,Papu,9876544345,Noida,B2,Sales,Female,2.01,> 1 & < =3,6.01,Marr.,28.07,Direct,Promoted,No,Stay
581,Papu,9876544345,Chennai,B2,Operation,Male,2.01,> 1 & < =3,9.07,Single,32.07,Direct,Promoted,No,Stay
582,Papu,9876544345,Bangalore,B1,Operation,Male,2.04,> 1 & < =3,2.04,Single,27.06,Direct,Non Promoted,Yes,Stay
583,Papu,9876544345,Chennai,B1,Operation,Female,2.02,> 1 & < =3,2.02,Single,24.09,Direct,Promoted,Yes,Stay
584,Papu,9876544345,Hyderabad,B1,Operation,Male,2.02,> 1 & < =3,2.02,Single,24.06,Direct,Promoted,Yes,Stay
585,Papu,9876544345,Pune,B1,Operation,Male,2.04,> 1 & < =3,2.04,Single,25.09,Direct,Promoted,Yes,Stay
586,Papu,9876544345,Noida,B1,Operation,Male,2.03,> 1 & < =3,2.03,Marr.,25.02,Direct,Promoted,Yes,Stay
587,Papu,9876544345,Noida,B1,Operation,Female,2.02,> 1 & < =3,2.02,Single,26.04,Direct,Non Promoted,Yes,Stay
588,Papu,9876544345,Pune,B1,Operation,Male,2.04,> 1 & < =3,2.04,Single,27.02,Direct,Non Promoted,Yes,Stay
589,Papu,9876544345,Noida,B1,Operation,Female,2.01,> 1 & < =3,3.05,Single,26.1,Agency,Non Promoted,No,Left
590,Papu,9876544345,Lucknow,B2,Operation,Male,2.01,> 1 & < =3,8.1,Marr.,39.04,Direct,Promoted,Yes,Stay
591,Papu,9876544345,Noida,B1,Operation,Male,2.02,> 1 & < =3,2.02,Single,24.12,Direct,Non Promoted,Yes,Stay
592,Papu,9876544345,Chennai,B3,Operation,Male,2.01,> 1 & < =3,10.01,Marr.,33.08,Direct,Promoted,Yes,Stay
593,Papu,9876544345,Chennai,B1,Operation,Male,2.01,> 1 & < =3,2.08,Single,24.05,Direct,Non Promoted,Yes,Stay
594,Papu,9876544345,Lucknow,B1,Operation,Male,2.01,> 1 & < =3,6.03,Single,28.01,Employee Referral,Promoted,Yes,Stay
595,Papu,9876544345,Bangalore,B1,Operation,Male,2.01,> 1 & < =3,2.01,Single,27.05,Direct,Promoted,No,Left
596,Papu,9876544345,Noida,B1,Operation,Female,2.02,> 1 & < =3,2.02,Single,25.04,Direct,Promoted,No,Stay
597,Papu,9876544345,Chennai,B1,Operation,Male,2.01,> 1 & < =3,6.07,Single,30.11,Direct,Promoted,No,Stay
598,Papu,9876544345,Bangalore,B1,Operation,Male,2.01,> 1 & < =3,5.01,Single,29.09,Direct,Promoted,Yes,Stay
599,Papu,9876544345,Chennai,B1,Operation,Male,2.02,> 1 & < =3,2.02,Single,27.01,Direct,Promoted,Yes,Stay
600,Papu,9876544345,Noida,B1,Operation,Female,2.02,> 1 & < =3,2.02,Marr.,26.11,Direct,Promoted,Yes,Stay
601,Papu,9876544345,Chennai,B1,Operation,Male,2.03,> 1 & < =3,2.03,Marr.,29.07,Direct,Promoted,Yes,Stay
602,Papu,9876544345,Chennai,B1,Operation,Female,2.02,> 1 & < =3,2.02,Single,26.04,Direct,Promoted,No,Left
603,Papu,9876544345,Bangalore,B2,Operation,Female,2.01,> 1 & < =3,10.01,Marr.,34.05,Direct,Promoted,No,Stay
604,Papu,9876544345,Noida,B2,Operation,Male,2.01,> 1 & < =3,9.01,Marr.,37.02,Employee Referral,Promoted,Yes,Stay
605,Papu,9876544345,Chennai,B1,Operation,Male,2.02,> 1 & < =3,5.1,Single,31.02,Employee Referral,Promoted,No,Left
606,Papu,9876544345,Noida,B2,Support,Female,2.02,> 1 & < =3,2.02,Single,27,Direct,Promoted,No,Stay
607,Papu,9876544345,Noida,B2,Operation,Male,2.01,> 1 & < =3,8.01,Marr.,28.06,Employee Referral,Non Promoted,Yes,Stay
608,Papu,9876544345,Chennai,B1,Operation,Male,2.03,> 1 & < =3,2.03,Single,24.06,Direct,Promoted,No,Left
609,Papu,9876544345,Chennai,B1,Operation,Male,2.03,> 1 & < =3,2.03,Marr.,26.03,Direct,Non Promoted,No,Left
610,Papu,9876544345,Chennai,B1,Operation,Male,2.03,> 1 & < =3,2.03,Single,24.04,Direct,Promoted,Yes,Stay
611,Papu,9876544345,Chennai,B1,Operation,Male,2.03,> 1 & < =3,2.03,Single,24.12,Direct,Promoted,Yes,Stay
612,Papu,9876544345,Bangalore,B1,Operation,Female,2.03,> 1 & < =3,2.03,Single,25.03,Direct,Promoted,No,Left
613,Papu,9876544345,Bangalore,B1,Operation,Male,2.03,> 1 & < =3,2.03,Marr.,29.09,Direct,Non Promoted,Yes,Stay
614,Papu,9876544345,Pune,B1,Operation,Female,2.02,> 1 & < =3,2.02,Single,23.11,Direct,Promoted,Yes,Stay
615,Papu,9876544345,Chennai,B2,Operation,Male,2.02,> 1 & < =3,7.04,Single,30.01,Employee Referral,Promoted,No,Stay
616,Papu,9876544345,Chennai,B1,Operation,Male,2.02,> 1 & < =3,6.07,Marr.,30.12,Employee Referral,Non Promoted,Yes,Stay
617,Papu,9876544345,Noida,B1,Operation,Male,2.02,> 1 & < =3,2.02,Single,27.1,Direct,Promoted,No,Left
618,Papu,9876544345,Noida,B0,Operation,Female,2.02,> 1 & < =3,2.02,Marr.,25.1,Direct,Promoted,No,Left
619,Papu,9876544345,Chennai,B1,Operation,Female,2.02,> 1 & < =3,2.02,Single,24.01,Direct,Non Promoted,Yes,Stay
620,Papu,9876544345,Chennai,B0,Operation,Female,2.02,> 1 & < =3,2.02,Marr.,27.09,Direct,Non Promoted,Yes,Stay
621,Papu,9876544345,Chennai,B1,Operation,Male,2.02,> 1 & < =3,4.1,Marr.,27.07,Direct,Promoted,No,Left
622,Papu,9876544345,Noida,B2,Support,Male,2.02,> 1 & < =3,12.02,Marr.,36,Direct,Promoted,No,Stay
623,Papu,9876544345,Pune,B1,Operation,Male,2.02,> 1 & < =3,4.11,Single,28.09,Direct,Promoted,No,Left
624,Papu,9876544345,Noida,B1,Operation,Male,2.02,> 1 & < =3,4.03,Marr.,26.07,Employee Referral,Non Promoted,Yes,Stay
625,Papu,9876544345,Chennai,B1,Operation,Female,2.02,> 1 & < =3,4.09,Single,27.06,Direct,Promoted,Yes,Stay
626,Papu,9876544345,Noida,B1,Operation,Male,2.02,> 1 & < =3,3.06,Single,25.02,Direct,Non Promoted,No,Left
627,Papu,9876544345,Bangalore,B3,Operation,Male,2.02,> 1 & < =3,8.02,Marr.,37.05,Direct,Non Promoted,Yes,Stay
628,Papu,9876544345,Chennai,B1,Operation,Male,2.03,> 1 & < =3,2.03,Single,25.1,Direct,Non Promoted,Yes,Stay
629,Papu,9876544345,Bangalore,B1,Operation,Male,2.03,> 1 & < =3,2.04,Single,26.04,Direct,Non Promoted,No,Left
630,Papu,9876544345,Hyderabad,B1,Operation,Male,2.04,> 1 & < =3,2.04,Single,27.1,Direct,Non Promoted,No,Left
